Emotion,Gender,Talker,Cue,sentencenum,code,sentence,scoring word 1,scoring word 2,Arousal,Valence,Category_Accuracy,GoF,Percent_A,Percent_C,Percent_H,Percent_S,,,,
C,M,2,T,20,CM2T20,T140.  Theo discussed the brand and the lounge today,brand,lounge,44.169,60.993,1,73.42875,0,1,0,0,,,,
H,M,2,M,27,HM2M27,M237.  Michael discussed the public and the orange today,public,orange,63.354,68.948,0.6,73.45285714,0,0.4,0.6,0,,,,
S,M,3,T,11,SM3T11,T311.  Theo discussed the skirt and the tropics today,skirt,tropics,26.444,30.478,0.9,73.45571429,0,0.1,0,0.9,,,,
C,F,3,M,7,CF3M07,M247.  Michael discussed the downstairs and the block today,downstairs,block,58.571,59.147,1,73.47714286,0,1,0,0,,,,
C,M,3,V,6,CM3V06,V246.  Victor discussed the road and the question today,road,question,30.851,49.524,0.9,73.48125,0,0.9,0,0.1,,,,
H,M,1,M,7,HM1M07,M97.  Michael discussed the carpet and the murder today,carpet,murder,65.003,70.092,0.7,73.50625,0,0.3,0.7,0,,,,
H,F,1,V,4,HF1V04,V94.  Victor discussed the help and the pillow today,help,pillow,70.691,71.713,0.9,73.50875,0,0.1,0.9,0,,,,
S,M,3,M,28,SM3M28,M328.  Michael discussed the forest and the tactic today,forest,tactic,22.147,26.718,0.9,73.51285714,0,0.1,0,0.9,,,,
H,F,1,V,17,HF1V17,V107.  Victor discussed the signal and the craft today,signal,craft,70.903,72.665,0.9,73.51875,0,0.1,0.9,0,,,,
H,F,1,M,1,HF1M01,M91.  Michael discussed the challenge and the seal today,challenge,seal,68.672,72.908,0.9,73.5325,0,0.1,0.9,0,,,,
C,F,3,V,14,CF3V14,V254.  Victor discussed the bunch and the rabbit today,bunch,rabbit,58.327,61.874,1,73.53428571,0,1,0,0,,,,
H,F,3,T,14,HF3T14,T344.  Theo discussed the temple and the blow today,temple,blow,66.838,69.689,0.8,73.5425,0.1,0.1,0.8,0,,,,
H,F,3,M,8,HF3M08,M338.  Michael discussed the moral and the future today,moral,future,67.601,72.816,0.8,73.54875,0,0.2,0.8,0,,,,
S,M,1,M,3,SM1M03,M63.  Michael discussed the slap and the concern today,slap,concern,28.125,30.487,0.5,73.55571429,0,0.5,0,0.5,,,,
H,F,1,M,17,HF1M17,M107.  Michael discussed the dryer and the gold today,dryer,gold,70.841,73.302,0.9,73.55625,0.1,0,0.9,0,,,,
A,F,2,V,17,AF2V17,V167.  Victor discussed the burden and the clip today,burden,clip,77.193,24.398,0.9,73.55857143,0.9,0,0.1,0,,,,
H,M,3,V,23,HM3V23,V353.  Victor discussed the drunk and the pile today,drunk,pile,68.439,75.938,0.7,73.57285714,0,0.3,0.7,0,,,,
S,M,1,T,12,SM1T12,T72.  Theo discussed the camp and the arm today,camp,arm,24.214,30.396,0.8,73.58571429,0,0.2,0,0.8,,,,
C,M,1,V,9,CM1V09,V9.  Victor discussed the divorce and the bean today,divorce,bean,36.614,50.191,0.9,73.605,0,0.9,0,0.1,,,,
S,M,3,M,7,SM3M07,M307.  Michael discussed the streak and the disease today,streak,disease,22.42,28.135,0.9,73.61285714,0,0.1,0,0.9,,,,
C,M,2,M,1,CM2M01,M121.  Michael discussed the bamboo and the police today,bamboo,police,43.49,59.028,1,73.64375,0,1,0,0,,,,
H,M,3,M,6,HM3M06,M336.  Michael discussed the serpent and the agent today,serpent,agent,69.513,74.042,0.7,73.64428571,0,0.3,0.7,0,,,,
A,M,1,T,9,AM1T09,T39.  Theo discussed the band and the shot today,band,shot,75.156,27.031,1,73.645,1,0,0,0,,,,
C,F,3,T,3,CF3T03,T243.  Theo discussed the partner and the van today,partner,van,58.497,64.715,1,73.65571429,0,1,0,0,,,,
C,M,3,T,26,CM3T26,T266.  Theo discussed the science and the cup today,science,cup,32.138,53.363,1,73.67,0,1,0,0,,,,
H,F,3,T,9,HF3T09,T339.  Theo discussed the crash and the decline today,crash,decline,67.328,74.023,0.9,73.71375,0,0.1,0.9,0,,,,
C,F,3,V,3,CF3V03,V243.  Victor discussed the index and the drift today,index,drift,60.939,63.328,0.9,73.72285714,0,0.9,0.1,0,,,,
H,M,2,M,5,HM2M05,M215.  Michael discussed the castle and the sprain today,castle,sprain,65.034,69.63,0.7,73.75428571,0,0.3,0.7,0,,,,
H,F,3,T,19,HF3T19,T239.  Theo discussed the skull and the ferry today,skull,ferry,65.705,71.743,0.8,73.7575,0,0.2,0.8,0,,,,
C,F,2,M,22,CF2M22,M142.  Michael discussed the point and the rhythm today,point,rhythm,53.688,62.613,1,73.78857143,0,1,0,0,,,,
C,F,3,M,18,CF3M18,M258.  Michael discussed the olive and the makeup today,olive,makeup,57.06,61.883,1,73.79428571,0,1,0,0,,,,
A,M,1,T,21,AM1T21,T51.  Theo discussed the slope and the buckle today,slope,buckle,76.394,27.708,1,73.79625,1,0,0,0,,,,
H,F,2,V,3,HF2V03,V213.  Victor discussed the cradle and the ticket today,cradle,ticket,71.914,74.224,0.9,73.7975,0,0.1,0.9,0,,,,
H,F,3,T,17,HF3T17,T347.  Theo discussed the bomb and the tutor today,bomb,tutor,66.768,71.102,1,73.7975,0,0,1,0,,,,
H,F,3,T,8,HF3T08,T338.  Theo discussed the torture and the guitar today,torture,guitar,66.894,75.193,0.8,73.80625,0,0.2,0.8,0,,,,
H,M,1,T,29,HM1T29,T119.  Theo discussed the game and the powder today,game,powder,67.478,74.742,0.9,73.80875,0,0.1,0.9,0,,,,
H,F,2,V,25,HF2V25,V235.  Victor discussed the tremor and the link today,tremor,link,71.014,74.195,0.9,73.81,0.1,0,0.9,0,,,,
C,F,2,T,4,CF2T04,T124.  Theo discussed the hay and the top today,hay,top,49.919,63.166,0.9,73.81428571,0,0.9,0.1,0,,,,
H,F,1,M,24,HF1M24,M114.  Michael discussed the mist and the noodle today,mist,noodle,69.157,73.775,0.9,73.81625,0,0.1,0.9,0,,,,
C,M,3,M,16,CM3M16,M256.  Michael discussed the hit and the plan today,hit,plan,31.056,48.394,0.8,73.82125,0,0.8,0,0.2,,,,
H,F,1,M,19,HF1M19,M109.  Michael discussed the detail and the license today,detail,license,69.727,72.661,0.9,73.835,0,0.1,0.9,0,,,,
H,F,3,V,11,HF3V11,V341.  Victor discussed the league and the splint today,league,splint,67.115,76.366,0.9,73.83625,0,0.1,0.9,0,,,,
S,M,3,M,1,SM3M01,M301.  Michael discussed the truth and the resort today,truth,resort,22.542,35.326,0.6,73.83714286,0,0.4,0,0.6,,,,
C,F,3,M,1,CF3M01,M241.  Michael discussed the standard and the bucket today,standard,bucket,57.956,62.483,1,73.83857143,0,1,0,0,,,,
H,M,1,T,2,HM1T02,T92.  Theo discussed the scheme and the rice today,scheme,rice,62.901,74.387,0.7,73.86,0,0.3,0.7,0,,,,
H,F,1,T,6,HF1T06,T96.  Theo discussed the stand and the wing today,stand,wing,71.155,70.669,1,73.86125,0,0,1,0,,,,
C,M,3,M,13,CM3M13,M253.  Michael discussed the comic and the sausage today,comic,sausage,31.004,51.895,0.9,73.865,0,0.9,0,0.1,,,,
C,F,3,V,24,CF3V24,V264.  Victor discussed the mural and the satire today,mural,satire,60.334,60.303,0.9,73.86857143,0,0.9,0.1,0,,,,
C,M,1,V,7,CM1V07,V7.  Victor discussed the test and the air today,test,air,37.078,53.88,0.9,73.8725,0,0.9,0,0.1,,,,
H,F,3,M,22,HF3M22,M352.  Michael discussed the object and the rattle today,object,rattle,65.075,72.137,0.8,73.87375,0,0.2,0.8,0,,,,
H,M,3,T,28,HM3T28,T358.  Theo discussed the fight and the drawer today,fight,drawer,70.7,77.832,0.9,73.87428571,0,0.1,0.9,0,,,,
H,F,3,T,13,HF3T13,T343.  Theo discussed the splash and the oil today,splash,oil,67.785,73.516,0.8,73.87875,0,0.2,0.8,0,,,,
H,M,1,V,18,HM1V18,V108.  Victor discussed the cliff and the fact today,cliff,fact,63.91,72.137,0.7,73.87875,0,0.3,0.7,0,,,,
C,M,3,T,15,CM3T15,T255.  Theo discussed the racket and the haze today,racket,haze,31.465,52.361,0.8,73.885,0,0.8,0.1,0.1,,,,
H,F,3,T,16,HF3T16,T346.  Theo discussed the poet and the terror today,poet,terror,68.227,73.491,0.8,73.89875,0,0.2,0.8,0,,,,
H,M,3,V,3,HM3V03,V333.  Victor discussed the slice and the notice today,slice,notice,67.131,72.262,0.8,73.90571429,0,0.2,0.8,0,,,,
C,F,1,V,12,CF1V12,V12.  Victor discussed the structure and the finish today,structure,finish,38.51,52.053,0.9,73.935,0,0.9,0,0.1,,,,
C,M,3,M,14,CM3M14,M254.  Michael discussed the thrill and the spinach today,thrill,spinach,32.711,49.515,0.8,73.9375,0,0.8,0,0.2,,,,
C,M,3,M,7,CM3M07,M247.  Michael discussed the downstairs and the block today,downstairs,block,35.135,55.909,1,73.95125,0,1,0,0,,,,
H,M,3,V,1,HM3V01,V331.  Victor discussed the stage and the growth today,stage,growth,68.205,75.572,0.8,73.95571429,0,0.2,0.8,0,,,,
C,F,2,T,18,CF2T18,T138.  Theo discussed the comb and the robot today,comb,robot,53.079,60.182,0.9,73.96285714,0,0.9,0.1,0,,,,
S,M,3,M,26,SM3M26,M326.  Michael discussed the trophy and the dam today,trophy,dam,21.683,25.088,0.9,73.97142857,0,0.1,0,0.9,,,,
C,M,3,M,19,CM3M19,M259.  Michael discussed the mark and the rose today,mark,rose,35.338,59.103,1,73.98625,0,1,0,0,,,,
H,M,1,M,15,HM1M15,M105.  Michael discussed the demand and the portrait today,demand,portrait,65.014,71.005,0.7,74.0125,0,0.3,0.7,0,,,,
H,F,3,V,4,HF3V04,V334.  Victor discussed the solo and the grill today,solo,grill,67.741,72.39,0.9,74.0375,0,0.1,0.9,0,,,,
H,F,3,V,15,HF3V15,V345.  Victor discussed the bloom and the treat today,bloom,treat,68.743,73.91,0.8,74.08625,0.1,0.1,0.8,0,,,,
H,F,1,T,4,HF1T04,T94.  Theo discussed the coat and the action today,coat,action,70.892,72.736,1,74.0875,0,0,1,0,,,,
S,M,1,M,19,SM1M19,M79.  Michael discussed the wage and the disk today,wage,disk,24.906,32.058,0.8,74.09,0,0.2,0,0.8,,,,
H,M,3,T,23,HM3T23,T353.  Theo discussed the square and the debate today,square,debate,69.604,71.378,0.9,74.09857143,0,0.1,0.9,0,,,,
H,F,3,T,1,HF3T01,T331.  Theo discussed the breed and the spark today,breed,spark,65.704,73.864,1,74.11625,0,0,1,0,,,,
C,F,2,M,16,CF2M16,M136.  Michael discussed the snake and the guest today,snake,guest,52.229,61.867,0.8,74.14285714,0.1,0.8,0.1,0,,,,
C,F,3,M,12,CF3M12,M252.  Michael discussed the cat and the trance today,cat,trance,59.94,61.266,0.8,74.14857143,0,0.8,0.2,0,,,,
C,M,3,T,12,CM3T12,T252.  Theo discussed the tack and the steak today,tack,steak,31.8,51.006,0.7,74.15,0,0.7,0.1,0.2,,,,
H,F,3,V,14,HF3V14,V344.  Victor discussed the coupon and the stain today,coupon,stain,68.187,71.156,0.8,74.16625,0,0.2,0.8,0,,,,
C,M,1,T,2,CM1T02,T2. Theo discussed the bite and the factor today,bite,factor,35.112,52.047,0.9,74.17625,0,0.9,0,0.1,,,,
C,F,2,V,12,CF2V12,V132.  Victor discussed the raise and the twigs today,raise,twigs,48.324,55.86,1,74.17714286,0,1,0,0,,,,
C,F,2,V,26,CF2V26,V146.  Victor discussed the ditch and the kennel today,ditch,kennel,48.49,60.792,1,74.20285714,0,1,0,0,,,,
C,F,2,M,27,CF2M27,M147.  Michael discussed the ankle and the cheese today,ankle,cheese,49.773,57.295,1,74.20571429,0,1,0,0,,,,
H,M,3,T,6,HM3T06,T336.  Theo discussed the cigar and the lines today,cigar,lines,69.411,75.735,1,74.20714286,0,0,1,0,,,,
H,F,2,T,13,HF2T13,T223.  Theo discussed the author and the foam today,author,foam,71.136,78.369,0.9,74.20875,0,0.1,0.9,0,,,,
H,F,1,T,17,HF1T17,T107.  Theo discussed the peanut and the loss today,peanut,loss,71.997,73.513,1,74.22625,0,0,1,0,,,,
H,F,1,M,9,HF1M09,M99.  Michael discussed the downtown and the shock today,downtown,shock,70.679,73.735,1,74.26625,0,0,1,0,,,,
H,M,1,M,30,HM1M30,M120.  Michael discussed the week and the mud today,week,mud,59.947,73.283,0.5,74.26625,0,0.5,0.5,0,,,,
H,F,3,T,5,HF3T05,T335.  Theo discussed the scale and the thread today,scale,thread,67.609,70.575,0.8,74.28375,0,0.2,0.8,0,,,,
H,F,3,V,1,HF3V01,V331.  Victor discussed the stage and the growth today,stage,growth,68.329,74.053,0.7,74.31625,0,0.3,0.7,0,,,,
H,F,1,T,16,HF1T16,T106.  Theo discussed the tip and the wardrobe today,tip,wardrobe,70.751,71.702,0.9,74.3425,0,0.1,0.9,0,,,,
H,F,1,V,26,HF1V26,V116.  Victor discussed the car and the sauce today,car,sauce,68.924,68.496,0.8,74.345,0.1,0.1,0.8,0,,,,
C,F,3,T,11,CF3T11,T251.  Theo discussed the pantry and the bruise today,pantry,bruise,58.733,58.083,0.7,74.34571429,0.1,0.7,0.2,0,,,,
H,F,1,T,15,HF1T15,T105.  Theo discussed the canvas and the forehead today,canvas,forehead,69.553,71.945,0.9,74.36125,0,0.1,0.9,0,,,,
H,F,2,T,5,HF2T05,T215.  Theo discussed the verdict and the log today,verdict,log,73.323,76.109,0.8,74.36125,0,0.2,0.8,0,,,,
H,F,3,T,30,HF3T30,T360.  Theo discussed the plank and the rhyme today,plank,rhyme,65.867,70.942,1,74.37875,0,0,1,0,,,,
H,M,1,T,21,HM1T21,T111.  Theo discussed the tunnel and the call today,tunnel,call,64.245,73.973,0.9,74.38125,0,0.1,0.9,0,,,,
A,M,1,V,19,AM1V19,V49.  Victor discussed the pipe and the sting today,pipe,sting,74.103,27.274,1,74.40375,1,0,0,0,,,,
H,F,3,V,23,HF3V23,V353.  Victor discussed the drunk and the pile today,drunk,pile,67.943,73.516,0.8,74.4075,0,0.2,0.8,0,,,,
H,F,3,M,15,HF3M15,M345.  Michael discussed the cut and the rhyme today,cut,rhyme,65.825,71.479,0.8,74.4175,0,0.2,0.8,0,,,,
H,F,1,T,13,HF1T13,T103.  Theo discussed the hotel and the verse today,hotel,verse,71.794,71.891,0.9,74.42,0,0.1,0.9,0,,,,
H,M,3,T,30,HM3T30,T360.  Theo discussed the plank and the rhyme today,plank,rhyme,66.545,75.968,0.9,74.42428571,0,0.1,0.9,0,,,,
H,F,3,M,20,HF3M20,M350.  Michael discussed the snarl and the gear today,snarl,gear,66.08,71.066,0.8,74.44375,0,0.2,0.8,0,,,,
S,M,1,T,20,SM1T20,T80.  Theo discussed the pan and the year today,pan,year,24.376,32.568,0.8,74.45428571,0,0.2,0,0.8,,,,
S,F,1,V,13,SF1V13,V73.  Victor discussed the sponsor and the footstep today,sponsor,footstep,51.408,29.919,0.9,74.45625,0,0,0.1,0.9,,,,
H,F,2,V,19,HF2V19,V229.  Victor discussed the reptile and the scissors today,reptile,scissors,72.279,78.772,0.8,74.4975,0,0.2,0.8,0,,,,
H,M,1,V,6,HM1V06,V96.  Victor discussed the cloud and the room today,cloud,room,62.697,72.33,0.8,74.51,0,0.2,0.8,0,,,,
S,M,3,M,3,SM3M03,M303.  Michael discussed the scrap and the book today,scrap,book,23.808,29.473,0.7,74.51142857,0,0.3,0,0.7,,,,
S,M,3,T,13,SM3T13,T313.  Theo discussed the youth and the paint today,youth,paint,24.994,33.057,0.8,74.51142857,0,0.2,0,0.8,,,,
H,F,3,V,6,HF3V06,V336.  Victor discussed the tennis and the gutter today,tennis,gutter,67.278,73.204,0.9,74.515,0,0.1,0.9,0,,,,
H,M,3,T,2,HM3T02,T332.  Theo discussed the tax and the surface today,tax,surface,72.339,76.708,0.9,74.51857143,0,0.1,0.9,0,,,,
H,F,3,M,18,HF3M18,M348.  Michael discussed the ulcer and the trial today,ulcer,trial,67.042,73.193,0.7,74.5475,0,0.3,0.7,0,,,,
H,F,2,V,5,HF2V05,V215.  Victor discussed the effect and the flip today,effect,flip,71.559,75.501,0.9,74.5575,0,0.1,0.9,0,,,,
H,F,3,V,17,HF3V17,V347.  Victor discussed the punch and the tile today,punch,tile,67.589,72.563,0.9,74.5625,0,0.1,0.9,0,,,,
C,M,2,T,21,CM2T21,T141.  Theo discussed the cashier and the weekend today,cashier,weekend,42.031,59.149,0.8,74.58125,0,0.8,0.1,0.1,,,,
H,M,1,V,17,HM1V17,V107.  Victor discussed the signal and the craft today,signal,craft,65.077,70.385,0.5,74.58375,0,0.5,0.5,0,,,,
H,M,3,M,10,HM3M10,M340.  Michael discussed the lense and the soup today,lense,soup,70.559,75.774,0.9,74.61285714,0,0.1,0.9,0,,,,
C,F,3,M,30,CF3M30,M270.  Michael discussed the platoon and the scalp today,platoon,scalp,57.751,62.361,0.8,74.62,0,0.8,0.2,0,,,,
H,F,1,V,18,HF1V18,V108.  Victor discussed the cliff and the fact today,cliff,fact,70.841,72.005,0.9,74.65125,0,0.1,0.9,0,,,,
S,M,3,V,9,SM3V09,V309.  Victor discussed the way and the hole today,way,hole,22.846,29.104,0.8,74.65142857,0,0.2,0,0.8,,,,
S,M,3,T,29,SM3T29,T329.  Theo discussed the screen and the ruler today,screen,ruler,25.907,30.313,0.9,74.65428571,0,0.1,0,0.9,,,,
C,M,3,V,2,CM3V02,V242.  Victor discussed the bid and the corner today,bid,corner,35.614,57.28,1,74.66,0,1,0,0,,,,
S,M,1,M,27,SM1M27,M87.  Michael discussed the monkey and the speed today,monkey,speed,37.275,42.613,0.6,74.67,0,0.4,0,0.6,,,,
S,M,1,V,26,SM1V26,V86.  Victor discussed the rack and the ocean today,rack,ocean,25.207,29.797,0.8,74.68285714,0,0.2,0,0.8,,,,
C,M,2,M,27,CM2M27,M147.  Michael discussed the ankle and the cheese today,ankle,cheese,43.192,58.503,1,74.68375,0,1,0,0,,,,
S,M,1,T,28,SM1T28,T88.  Theo discussed the home and the tongue today,home,tongue,25.888,32.771,0.8,74.68428571,0,0.2,0,0.8,,,,
H,F,2,M,15,HF2M15,M225.  Michael discussed the marine and the bedroom today,marine,bedroom,69.544,74.017,0.8,74.69,0.1,0.1,0.8,0,,,,
H,M,1,T,14,HM1T14,T104.  Theo discussed the rag and the horn today,rag,horn,63.241,72.248,0.9,74.6975,0,0.1,0.9,0,,,,
S,M,3,M,6,SM3M06,M306.  Michael discussed the closet and the story today,closet,story,29.827,41.257,0.6,74.71428571,0,0.4,0,0.6,,,,
A,F,2,T,4,AF2T04,T154.  Theo discussed the fair and the album today,fair,album,71.531,26.959,0.7,74.71571429,0.7,0.3,0,0,,,,
C,M,1,T,22,CM1T22,T22.  Theo discussed the wrist and the speaker today,wrist,speaker,35.672,51.022,0.8,74.75875,0,0.8,0,0.2,,,,
A,M,1,T,2,AM1T02,T32.  Theo discussed the human and the wink today,human,wink,72.402,28.733,1,74.76375,1,0,0,0,,,,
C,F,2,T,25,CF2T25,T145.  Theo discussed the craving and the notion today,craving,notion,49.067,65.197,1,74.78571429,0,1,0,0,,,,
H,M,2,T,11,HM2T11,T221.  Theo discussed the counter and the fiction today,counter,fiction,65.713,67.552,0.6,74.81,0.1,0.3,0.6,0,,,,
C,F,2,T,13,CF2T13,T133.  Theo discussed the biscuit and the actor today,biscuit,actor,50.801,59.483,0.9,74.83857143,0,0.9,0.1,0,,,,
S,M,3,M,5,SM3M05,M305.  Michael discussed the bum and the part today,bum,part,20.184,31.83,0.7,74.84428571,0,0.3,0,0.7,,,,
C,F,3,T,8,CF3T08,T248.  Theo discussed the suit and the wave today,suit,wave,57.244,61.017,0.9,74.85,0,0.9,0.1,0,,,,
C,F,2,V,10,CF2V10,V130.  Victor discussed the nuts and the custom today,nuts,custom,54.448,61.293,1,74.86714286,0,1,0,0,,,,
A,M,1,T,25,AM1T25,T55.  Theo discussed the blend and the panel today,blend,panel,74.293,26.759,1,74.875,1,0,0,0,,,,
H,F,3,M,3,HF3M03,M333.  Michael discussed the load and the smile today,load,smile,66.728,70.801,0.8,74.885,0,0.2,0.8,0,,,,
H,F,3,M,7,HF3M07,M337.  Michael discussed the shade and the launch today,shade,launch,66.11,72.381,0.9,74.88625,0,0.1,0.9,0,,,,
H,F,3,M,9,HF3M09,M339.  Michael discussed the sound and the mother today,sound,mother,66.91,73.465,0.8,74.8875,0,0.2,0.8,0,,,,
C,M,2,M,30,CM2M30,M150.  Michael discussed the pie and the hurdle today,pie,hurdle,45.79,57.894,0.8,74.8975,0,0.8,0.1,0.1,,,,
C,F,2,T,24,CF2T24,T144.  Theo discussed the dash and the stub today,dash,stub,50.112,61.948,1,74.90285714,0,1,0,0,,,,
S,F,1,V,20,SF1V20,V80.  Victor discussed the bond and the cake today,bond,cake,57.903,31.803,0.8,74.91,0,0.1,0.1,0.8,,,,
C,F,3,V,15,CF3V15,V255.  Victor discussed the comma and the faith today,comma,faith,57.948,60.846,0.8,74.92285714,0,0.8,0.2,0,,,,
H,M,1,T,1,HM1T01,T91.  Theo discussed the catcher and the hike today,catcher,hike,64.731,72.623,0.8,74.93625,0,0.2,0.8,0,,,,
H,F,1,M,2,HF1M02,M92.  Michael discussed the dirt and the plea today,dirt,plea,71.491,71.297,1,74.93625,0,0,1,0,,,,
S,M,3,V,13,SM3V13,V313.  Victor discussed the bronze and the wreck today,bronze,wreck,22.203,24.883,1,74.94428571,0,0,0,1,,,,
S,M,3,T,17,SM3T17,T317.  Theo discussed the bit and the shack today,bit,shack,23.525,28.297,0.9,74.94571429,0.1,0,0,0.9,,,,
C,F,1,V,10,CF1V10,V10.  Victor discussed the fort and the package today,fort,package,46.586,51.509,1,74.94875,0,1,0,0,,,,
H,F,1,T,25,HF1T25,T115.  Theo discussed the battle and the purse today,battle,purse,71.043,73.77,0.9,74.94875,0,0.1,0.9,0,,,,
C,M,1,M,1,CM1M01,M1. Michael discussed the cracker and the dress today,cracker,dress,33.947,51.185,0.9,74.95,0,0.9,0,0.1,,,,
H,M,3,V,2,HM3V02,V332.  Victor discussed the supper and the mile today,supper,mile,71.611,77.579,0.9,74.95857143,0,0.1,0.9,0,,,,
A,M,1,V,5,AM1V05,V35.  Victor discussed the thunder and the meat today,thunder,meat,75.357,25.805,0.9,74.96125,0.9,0.1,0,0,,,,
H,F,2,T,9,HF2T09,T219.  Theo discussed the sergeant and the cast today,sergeant,cast,72.898,77.093,0.9,74.97625,0,0.1,0.9,0,,,,
H,F,3,T,29,HF3T29,T359.  Theo discussed the squash and the gown today,squash,gown,67.449,70.973,0.9,75,0,0.1,0.9,0,,,,
A,F,2,V,27,AF2V27,V177.  Victor discussed the collapse and the limit today,collapse,limit,71.711,24.793,1,75.00428571,1,0,0,0,,,,
H,F,3,V,25,HF3V25,V355.  Victor discussed the china and the thought today ,china,thought,66.852,73.599,0.9,75.06875,0,0.1,0.9,0,,,,
C,M,1,T,25,CM1T25,T25.  Theo discussed the revenge and the deer today,revenge,deer,35.243,49.797,0.9,75.075,0,0.9,0,0.1,,,,
H,M,3,T,26,HM3T26,T356.  Theo discussed the scare and the odor today,scare,odor,70.137,76.514,1,75.07571429,0,0,1,0,,,,
C,F,2,V,24,CF2V24,V144.  Victor discussed the words and the charm today,words,charm,52.452,56.788,1,75.09,0,1,0,0,,,,
C,F,2,T,26,CF2T26,T146.  Theo discussed the boy and the appeal today,boy,appeal,49.514,61.773,1,75.09857143,0,1,0,0,,,,
C,F,2,M,20,CF2M20,M140.  Michael discussed the sight and the goose today,sight,goose,50.529,60.932,0.9,75.11285714,0,0.9,0.1,0,,,,
C,F,2,V,25,CF2V25,V145.  Victor discussed the ladder and the cotton today,ladder,cotton,50.584,61.297,1,75.12,0,1,0,0,,,,
H,M,1,V,24,HM1V24,V114.  Victor discussed the grass and the idea today,grass,idea,66.607,73.364,0.7,75.15125,0,0.3,0.7,0,,,,
A,M,1,T,12,AM1T12,T42.  Theo discussed the arrow and the tray today,arrow,tray,71.348,28.935,1,75.1525,1,0,0,0,,,,
H,M,3,V,22,HM3V22,V352.  Victor discussed the disgust and the hour today,disgust,hour,67.309,71.884,0.6,75.16142857,0,0.4,0.6,0,,,,
H,F,3,M,19,HF3M19,M349.  Michael discussed the stress and the tattoo today,stress,tattoo,67.893,73.687,0.8,75.18125,0,0.2,0.8,0,,,,
H,F,1,T,2,HF1T02,T92.  Theo discussed the scheme and the rice today,scheme,rice,71.337,73.273,1,75.1925,0,0,1,0,,,,
H,M,1,V,28,HM1V28,V118.  Victor discussed the entry and the brain today,entry,brain,68.084,72.147,0.9,75.205,0,0.1,0.9,0,,,,
C,F,3,T,25,CF3T25,T265.  Theo discussed the house and the ripple today,house,ripple,59.143,63.673,1,75.21428571,0,1,0,0,,,,
S,M,3,M,13,SM3M13,M313.  Michael discussed the state and the herd today,state,herd,22.209,26.665,1,75.22142857,0,0,0,1,,,,
H,M,1,V,23,HM1V23,V113.  Victor discussed the lightning and the increase today,lightning,increase,65.623,73.039,0.8,75.2275,0,0.2,0.8,0,,,,
H,M,1,T,9,HM1T09,T99.  Theo discussed the gravel and the stew today,gravel,stew,66.261,73.314,0.7,75.24125,0,0.3,0.7,0,,,,
C,F,3,T,17,CF3T17,T257.  Theo discussed the measles and the servant today,measles,servant,59,61.971,0.9,75.24285714,0,0.9,0.1,0,,,,
H,F,2,T,8,HF2T08,T218.  Theo discussed the skin and the umpire today,skin,umpire,71.794,76.839,1,75.2525,0,0,1,0,,,,
H,F,3,V,27,HF3V27,V357.  Victor discussed the river and the item today,river,item,67.116,74.806,0.9,75.25375,0,0.1,0.9,0,,,,
H,F,1,T,23,HF1T23,T113.  Theo discussed the butter and the tenant today,butter,tenant,69.433,72.016,1,75.255,0,0,1,0,,,,
H,M,3,T,19,HM3T19,T239.  Theo discussed the skull and the ferry today,skull,ferry,66.703,75.136,0.9,75.26428571,0,0.1,0.9,0,,,,
C,F,2,T,10,CF2T10,T130.  Theo discussed the storm and the adult today,storm,adult,50.476,62.229,1,75.30714286,0,1,0,0,,,,
H,M,1,M,28,HM1M28,M118.  Michael discussed the passport and the lung today,passport,lung,65.502,72.017,0.8,75.3125,0,0.2,0.8,0,,,,
C,M,3,V,15,CM3V15,V255.  Victor discussed the comma and the faith today,comma,faith,31.662,55.68,0.9,75.31625,0,0.9,0,0.1,,,,
C,M,3,V,19,CM3V19,V259.  Victor discussed the bench and the soap today,bench,soap,33.454,55.759,0.9,75.33,0,0.9,0.1,0,,,,
H,F,1,M,16,HF1M16,M106.  Michael discussed the jail and the features today,jail,features,70.355,73.969,1,75.34375,0,0,1,0,,,,
H,M,3,V,12,HM3V12,V342.  Victor discussed the canal and the pigeon today,canal,pigeon,69.023,76.992,0.8,75.35142857,0,0.2,0.8,0,,,,
C,F,3,T,24,CF3T24,T264.  Theo discussed the saucer and the attack today,saucer,attack,56.818,60.958,1,75.35857143,0,1,0,0,,,,
H,F,3,T,11,HF3T11,T341.  Theo discussed the aid and the smear today,aid,smear,68.095,73.797,0.9,75.35875,0,0.1,0.9,0,,,,
H,F,3,M,24,HF3M24,M354.  Michael discussed the course and the tassel today,course,tassel,67.561,73.567,0.8,75.36625,0,0.2,0.8,0,,,,
H,F,3,M,26,HF3M26,M356.  Michael discussed the chance and the quote today,chance,quote,65.816,73.966,0.8,75.37,0,0.2,0.8,0,,,,
H,M,3,V,20,HM3V20,V350.  Victor discussed the sailor and the harp today,sailor,harp,70.113,74.843,0.9,75.40857143,0,0.1,0.9,0,,,,
H,F,1,M,23,HF1M23,M113.  Michael discussed the driveway and the teaspoon today,driveway,teaspoon,69.239,72.149,0.9,75.4225,0,0.1,0.9,0,,,,
H,F,3,M,10,HF3M10,M340.  Michael discussed the lense and the soup today,lense,soup,68.419,73.373,1,75.43125,0,0,1,0,,,,
